Gene,Label,Func_likelihood,Fam_size,Max_id_paralog,WGD_alpha,WGD_beta_gamma,Dup_recent,Dup_tandem,Singleton,Max_PCC_GM_abiotic,Max_PCC_SM_abiotic,Max_PCC_GM_biotic,Max_PCC_SM_biotic,Max_PCC_GM_hormone,Max_PCC_SM_hormone,Expr_med_dev,Expr_max_dev,Expr_breadth_dev
AT4G35150,SM,,,,1,0,0,1,0,,,,,,,,,
AT3G32047,SM,,,,1,0,1,0,0,,,,,,,,,
AT4G12334,SM,,,,0,0,,,,,,,,,,,,
AT5G48175,SM,0.34,1,,0,0,,,,0.782,0.739,0.802,0.751,0.765,0.674,22.94254249,196.6833842,23
AT1G02590,SM,,,,0,0,0,0,,,,,,,,,,
AT5G35715,SM,,,,1,0,1,0,0,,,,,,,,,
AT1G79760,SM,0.74,1,,1,1,,,,0.669,0.684,0.831,0.784,0.76,0.609,5.99063134,61.59668687,8
AT1G32910,SM,,,,1,0,0,0,0,,,,,,,,,
AT4G21760,SM,,,,NA,NA,0,0,0,,,,,,,,,
AT2G23960,SM,0.26,5,72.69,1,0,0,1,0,0.705,0.631,0.763,0.742,0.648,0.659,5.947141922,28.50428294,1
AT5G67310,SM,,,,1,1,0,0,0,,,,,,,,,
AT2G23970,SM,0.66,5,76.92,0,0,0,1,0,0.806,0.78,0.793,0.794,0.681,0.688,12.23728096,486.8560028,5
AT4G30540,SM,0.12,5,64.78,0,0,0,1,0,0.79,0.695,0.814,0.799,0.728,0.727,10.87884149,34.43846321,1
AT1G03495,SM,,,,1,0,1,0,0,,,,,,,,,
AT1G31490,SM,,59,39.44,1,0,0,0,0,0.74,0.65,0.905,0.77,0.781,0.741,10.20979766,274.331179,5
AT1G70080,SM,0.053,34,47.83,1,1,0,0,0,0.739,0.719,0.805,0.73,0.654,0.603,10.38981449,93.97716548,6
AT1G55940,SM,0.393,31,52,0,0,0,0,0,0.718,0.514,0.691,0.62,0.852,0.747,6.159907102,61.66458503,13
AT1G33750,SM,0.538,34,57.87,NA,NA,0,0,0,0.708,0.58,0.935,0.863,0.83,0.668,8.487962778,213.941376,9
AT3G29110,SM,0.04,34,58.49,1,0,1,0,0,0.683,0.656,0.772,0.802,0.756,0.731,17.34307751,79.5304881,5
AT4G26280,SM,0.21,18,59.68,1,0,0,0,0,0.734,0.722,0.652,0.633,0.864,0.798,6.433156453,28.43286162,1
AT2G23190,SM,,,,0,1,0,1,0,,,,,,,,,
AT1G03940,SM,,,,0,0,1,0,0,,,,,,,,,
AT5G43690,SM,0.24,18,66.67,1,0,1,0,0,0.601,0.535,0.742,0.854,0.665,0.713,4.591629398,54.38143466,5
AT1G78990,SM,0.814,59,80.3,1,0,0,0,0,0.764,0.558,0.93,0.726,0.875,0.889,3.912750862,299.1542724,6
AT1G12740,SM,0.47,31,41.72,0,1,,,,0.782,0.672,0.889,0.85,0.791,0.663,5.297442577,538.7162808,6
AT3G20940,SM,,,,1,1,1,1,0,,,,,,,,,
AT3G29410,SM,0.52,34,59.61,1,1,0,0,0,0.646,0.561,0.811,0.747,0.8,0.639,7.545941847,4547.483696,11
AT3G20935,SM,,,,0,0,1,1,0,,,,,,,,,
AT5G63595,SM,,,,0,1,0,1,0,,,,,,,,,
AT1G75290,SM,,8,84.24,0,0,0,1,0,0.572,0.477,0.84,0.807,0.777,0.727,7.042121413,248.0134799,8
AT2G27570,SM,0.208,18,68.09,1,0,1,0,0,0.699,0.694,0.859,0.847,0.784,0.69,7.876276604,19.80680991,0
AT4G09500,SM,0.861,115,86.43,1,1,,,,0.77,0.749,0.795,0.781,0.899,0.834,43.08073202,311.8606365,55
AT1G31950,SM,0.44,34,80.1,1,1,1,0,0,0.706,0.644,0.745,0.739,0.811,0.762,7.643244386,408.636973,11
AT3G44970,SM,0.381,31,58.74,0,0,0,0,0,0.778,0.678,0.745,0.717,0.69,0.8,7.897757137,2188.620573,14
AT1G06650,SM,,99,84.01,0,0,0,0,0,0.746,0.726,0.868,0.712,0.936,0.926,411.7503146,1327.455138,64
AT3G14540,SM,,,,0,1,1,1,0,,,,,,,,,
AT3G26180,SM,,,,0,1,1,1,0,,,,,,,,,
AT1G28170,SM,0.46,18,64.76,1,1,0,0,0,0.846,0.812,0.951,0.858,0.712,0.736,10.02621242,314.9190103,3
AT1G75300,SM,,8,77.47,1,0,0,1,0,0.818,0.758,0.895,0.894,0.906,0.9,32.22876761,2890.561395,58
AT5G37170,SM,0.32,17,67.17,1,0,0,0,0,0.718,0.74,0.715,0.698,0.82,0.784,8.593790122,354.9630241,3
AT3G14490,SM,0.105,34,61.01,0,0,0,1,0,0.705,0.725,0.866,0.856,0.738,0.639,12.42664575,34.749474,2
AT3G20120,SM,0.61,180,74.07,1,0,1,1,0,0.832,0.839,0.782,0.777,0.655,0.672,116.9719549,404.0918698,64
AT2G37140,SM,,34,52.34,1,1,0,0,,0.806,0.826,0.857,0.898,0.711,0.594,12.48720824,54.09719127,3
AT3G05260,SM,0.76,66,79.15,0,0,0,0,0,0.769,0.729,0.663,0.654,0.806,0.852,3.443976509,12575.41961,5
AT1G66020,SM,0.13,34,73.52,1,1,1,0,0,0.809,0.806,0.847,0.908,0.765,0.595,6.998304394,276.5884712,8
AT5G47980,SM,0.303,59,56.63,1,0,0,1,0,0.739,0.649,0.786,0.693,0.766,0.842,6.178299753,839.7329436,7
AT1G04350,SM,0.94,99,73.13,1,0,0,1,0,0.839,0.793,0.907,0.773,0.89,0.797,307.3929401,1473.331543,57
AT5G53810,SM,0.66,17,66.58,1,0,0,0,0,0.869,0.83,0.948,0.921,0.884,0.823,4.152711492,582.2597199,2
AT1G65670,SM,0.41,31,72.02,1,0,1,0,0,0.846,0.739,0.963,0.925,0.64,0.64,10.34464195,1186.328534,7
AT5G36110,SM,,,,0,0,0,1,0,,,,,,,,,
AT2G18570,SM,,,,1,0,0,1,0,,,,,,,,,
AT1G78490,SM,0.98,31,61.34,0,0,0,0,0,0.765,0.681,0.837,0.795,0.93,0.963,244.2742847,2426.496107,56
AT1G13090,SM,0.922,180,79.39,1,0,0,1,0,0.887,0.858,0.856,0.841,0.874,0.895,261.4924143,950.1534035,64
AT4G20230,SM,0.307,34,71.59,0,0,1,1,0,0.853,0.822,0.725,0.7,0.818,0.863,5.730989211,607.0725369,8
AT1G63340,SM,,,,0,0,1,1,0,,,,,,,,,
AT3G26170,SM,,,,0,0,1,1,0,,,,,,,,,
AT1G48800,SM,0.049,34,69.54,1,1,0,1,0,0.857,0.804,0.808,0.7,0.806,0.776,11.62871453,29.19951838,2
AT1G48820,SM,0.33,34,69.54,0,0,0,1,0,0.796,0.725,0.964,0.931,0.735,0.711,7.353500279,23.77928186,0
AT3G26290,SM,0.805,180,79.04,1,0,0,1,0,0.746,0.852,0.849,0.777,0.901,0.898,314.9335181,2153.454775,64
AT3G45080,SM,,,,0,0,0,1,0,,,,,,,,,
AT3G20100,SM,0.9,180,73.39,1,0,0,1,0,0.856,0.828,0.767,0.741,0.895,0.861,267.0633865,1532.631322,61
AT1G62580,SM,,,,0,1,1,1,0,,,,,,,,,
AT2G30830,SM,,,,1,0,0,1,0,,,,,,,,,
AT5G12270,SM,0.9,99,45.45,NA,NA,0,0,0,0.735,0.746,0.748,0.677,0.649,0.61,11.40909473,227.8005945,19
AT1G76790,SM,,17,72.73,0,0,0,0,0,0.677,0.729,0.873,0.856,0.942,0.948,112.4399699,5601.887751,52
AT3G14520,SM,0.775,34,87.11,0,0,1,1,0,0.856,0.842,0.929,0.939,0.559,0.421,21.90066745,774.0505803,22
AT4G36770,SM,,115,43.23,1,0,0,0,0,0.693,0.701,0.855,0.894,0.72,0.555,5.385836918,159.5104607,4
AT4G15270,SM,0.38,115,77.78,NA,NA,0,0,0,0.685,0.774,0.699,0.625,0.774,0.749,24.37975824,103.110918,29
AT5G35917,SM,,,,1,0,0,1,0,,,,,,,,,
AT2G25160,SM,0.164,180,43.75,1,0,0,0,0,0.552,0.457,0.857,0.844,0.828,0.659,6.854223007,1149.931086,7
AT3G61400,SM,0.26,99,68.22,0,0,0,0,0,0.635,0.571,0.606,0.641,0.937,0.96,5.76419859,14.26568059,0
AT1G01190,SM,0.46,180,69.15,0,0,0,1,0,0.666,0.62,0.843,0.825,0.677,0.742,17.1269539,1046.541473,30
AT4G20210,SM,0.063,34,60.76,1,0,1,1,0,0.751,0.67,0.928,0.906,0.833,0.863,8.868422243,169.3627258,4
AT5G36130,SM,,,,1,0,0,1,,,,,,,,,,
AT1G62600,SM,,,,0,0,0,1,0,,,,,,,,,
AT1G28660,SM,,,,1,0,0,1,0,,,,,,,,,
AT4G15300,SM,0.283,31,72.02,0,0,1,1,0,0.833,0.749,0.84,0.823,0.808,0.688,7.880457785,25.23808744,1
AT1G79370,SM,0.21,180,53.38,NA,NA,0,0,0,0.764,0.666,0.764,0.662,0.704,0.626,7.581947053,12.759753,0
AT1G12160,SM,0.73,16,74,0,0,0,1,0,0.776,0.654,0.713,0.611,0.803,0.693,31.13172346,532.1135816,42
AT1G28670,SM,,,,1,0,0,1,0,,,,,,,,,
AT3G20080,SM,0.555,180,77.95,0,0,0,1,0,0.688,0.668,0.698,0.776,0.745,0.7,32.70571091,92.08356691,60
AT5G38040,SM,0.537,115,78.59,1,0,0,1,0,0.782,0.775,0.707,0.701,0.765,0.7,25.65518473,87.05924454,36
AT2G36690,SM,0.331,99,73.46,0,0,0,0,0,0.82,0.799,0.89,0.746,0.805,0.723,10.77412989,2406.596002,13
AT2G06960,SM,0.075,99,73.46,0,0,0,0,,0.763,0.719,0.642,0.573,0.847,0.721,5.352152285,19.77581648,0
AT2G18560,SM,,,,0,0,0,1,0,,,,,,,,,
AT2G23220,SM,,,,0,0,0,1,0,,,,,,,,,
AT4G27560,SM,,,,1,0,1,1,0,,,,,,,,,
AT1G63370,SM,,,,1,0,1,1,0,,,,,,,,,
AT4G15310,SM,0.248,31,55.58,0,0,0,1,0,0.742,0.599,0.944,0.925,0.712,0.616,9.706623402,64.35562373,1
AT2G38240,SM,0.773,99,56.86,1,0,0,0,,0.799,0.868,0.959,0.893,0.958,0.961,31.087292,1485.419966,36
AT5G38010,SM,,,,0,0,0,1,0,,,,,,,,,
AT3G55970,SM,0.95,99,64.86,0,0,0,0,0,0.836,0.868,0.91,0.884,0.868,0.904,10.57066149,297.4789771,24
AT2G22930,SM,0.395,115,86.43,1,0,0,0,0,0.637,0.657,0.753,0.72,0.762,0.805,12.40009157,306.7011736,10
AT5G63580,SM,0.89,99,59.67,0,0,0,1,0,0.752,0.708,0.792,0.684,0.767,0.685,32.41119514,701.1790056,36
AT4G15396,SM,,,,1,0,0,1,0,,,,,,,,,
AT1G63390,SM,,,,1,1,,1,,,,,,,,,,
AT1G50560,SM,,180,81.5,0,0,0,1,0,0.625,0.525,0.812,0.547,0.901,0.914,7.430122343,383.8516507,7
AT2G05180,SM,0.17,180,79.66,0,0,1,0,0,0.765,0.771,0.891,0.878,0.831,0.723,14.66367969,41.43093558,6
AT1G62620,SM,,,,0,0,1,1,0,,,,,,,,,
AT4G27570,SM,,,,1,0,1,1,0,,,,,,,,,
AT2G29710,SM,,,,1,0,0,1,0,,,,,,,,,
AT1G21110,SM,,,,NA,NA,1,1,0,,,,,,,,,
AT3G20090,SM,0.461,180,79.66,1,1,1,1,0,0.706,0.588,0.851,0.8,0.699,0.509,10.61628617,74.9340212,9
AT3G26200,SM,0.81,180,89.32,0,1,0,1,0,0.751,0.665,0.778,0.849,0.838,0.811,74.81301198,509.1707363,38
AT3G26190,SM,0.129,180,89.28,1,1,0,1,0,0.916,0.881,0.982,0.956,0.682,0.669,7.737776623,27.318529,1
AT5G65550,SM,,115,48.68,NA,NA,0,0,0,0.726,0.672,0.747,0.66,0.754,0.724,6.205157312,1299.74291,4
AT5G25140,SM,0.65,180,81.85,1,1,0,1,0,0.753,0.745,0.777,0.768,0.944,0.951,44.43915561,350.5618387,41
AT2G27010,SM,0.344,180,77.41,1,0,1,1,0,0.625,0.623,0.912,0.862,0.72,0.646,7.435762377,62.09779185,7
AT1G28430,SM,0.59,180,62.39,0,0,0,0,0,0.558,0.557,0.892,0.844,0.645,0.67,8.836772147,2498.268339,7
AT1G03400,SM,0.86,99,72.02,0,1,1,1,0,0.675,0.642,0.821,0.695,0.907,0.885,204.833822,1126.573402,58
AT2G30840,SM,0.29,99,71.27,0,0,0,1,0,0.79,0.773,0.95,0.951,0.767,0.772,3.816494578,300.357746,8
AT3G26310,SM,0.76,180,84.21,0,0,0,1,0,0.765,0.761,0.864,0.774,0.729,0.739,63.18895321,115.6243225,56
AT5G36140,SM,0.26,31,84.59,0,0,0,1,0,0.767,0.699,0.883,0.84,0.743,0.763,4.914083949,509.3710124,5
AT2G02580,SM,0.377,180,80.12,0,1,0,0,0,0.764,0.677,0.824,0.894,0.809,0.699,12.50592626,233.1851229,10
AT5G14860,SM,0.574,115,73.31,0,1,0,0,0,0.825,0.82,0.748,0.704,0.871,0.565,24.23884176,81.11513196,28
AT4G15350,SM,0.21,180,78.05,1,0,0,1,0,0.652,0.677,0.763,0.657,0.691,0.496,8.73080601,28.43150776,2
AT1G55290,SM,0.25,99,77.31,0,0,0,0,0,0.643,0.724,0.805,0.726,0.642,0.558,4.67630089,42.77686188,1
AT1G50580,SM,0.3,115,77.35,0,1,0,0,0,0.772,0.645,0.821,0.809,0.717,0.727,11.85885533,217.886358,9
AT3G44250,SM,0.26,180,77.87,1,1,0,0,0,0.826,0.756,0.876,0.708,0.712,0.657,11.50725979,1160.423893,7
AT1G28640,SM,0.15,107,86.42,1,0,0,1,0,0.641,0.622,0.852,0.873,0.715,0.781,10.90924317,292.2903772,8
AT1G04380,SM,0.52,99,70.22,0,0,0,1,0,0.638,0.715,0.8,0.706,0.645,0.65,7.359661844,1627.633755,7
AT3G26320,SM,0.28,180,87.97,0,0,0,1,0,0.818,0.718,0.865,0.837,0.799,0.682,20.85797231,112.2634163,28
AT5G43440,SM,,99,76.71,0,0,0,1,0,0.821,0.832,0.793,0.824,0.873,0.818,52.44779568,440.2505094,41
AT5G17040,SM,0.619,115,77.23,1,0,0,1,0,0.724,0.734,0.838,0.811,0.89,0.774,25.38721214,70.76537533,38
AT2G30150,SM,0.88,115,76.14,NA,NA,0,1,0,0.866,0.831,0.89,0.829,0.877,0.844,271.7973348,978.2678525,58
AT2G16890,SM,0.94,115,73.31,0,0,,,,0.819,0.841,0.712,0.699,0.856,0.818,126.0604063,2416.684676,63
AT5G35920,SM,,180,82.55,1,0,0,1,,0.806,0.757,0.827,0.858,0.883,0.73,9.410640399,24.875995,1
AT3G26330,SM,0.5,180,87.9,0,0,0,1,0,0.725,0.657,0.981,0.92,0.942,0.921,21.51113888,1316.755062,30
AT3G26160,SM,0.08,180,84.09,0,0,0,1,0,0.664,0.658,0.853,0.833,0.878,0.842,24.04753114,90.93829499,29
AT3G29630,SM,0.368,115,77.35,0,0,0,0,0,0.749,0.683,0.79,0.827,0.934,0.912,14.37732635,219.427552,18
AT4G37320,SM,0.91,180,73.63,0,0,0,1,0,0.677,0.699,0.937,0.892,0.708,0.758,26.96273842,149.3038192,36
AT3G26300,SM,0.81,180,84.21,0,0,0,1,0,0.809,0.742,0.929,0.853,0.878,0.851,198.3183049,453.5129468,64
AT4G15360,SM,0.12,180,73.98,0,0,0,1,0,0.804,0.841,0.763,0.763,0.648,0.623,6.698836411,26.98840411,1
AT1G66540,SM,0.67,180,79.22,0,0,0,0,0,0.853,0.793,0.757,0.674,0.92,0.951,35.27796533,2432.148916,44
AT3G20110,SM,0.219,180,75.4,1,0,0,1,0,0.842,0.893,0.963,0.931,0.772,0.622,7.305479721,158.4781684,7
AT1G64910,SM,0.06,115,80.76,0,0,0,1,0,0.655,0.724,0.776,0.721,0.666,0.553,12.60857823,74.91139194,6
AT4G15380,SM,0.505,180,77.95,1,0,0,1,0,0.766,0.677,0.828,0.861,0.855,0.803,19.82674922,244.2220408,17
AT3G26270,SM,0.25,180,74.84,NA,NA,0,1,0,0.626,0.666,0.887,0.824,0.72,0.702,8.049512666,18.55645195,0
AT5G36220,SM,0.681,180,66.45,1,0,0,0,0,0.784,0.824,0.839,0.806,0.934,0.931,38.75836243,805.8794122,37
AT1G06620,SM,0.81,99,66.57,0,0,0,1,0,0.881,0.74,0.875,0.86,0.958,0.96,29.00850818,319.5501898,36
AT2G22590,SM,0.42,115,46.96,0,0,0,0,0,0.834,0.847,0.714,0.717,0.971,0.955,4.558179735,221.2045649,6
AT3G46700,SM,0.405,115,73.38,0,0,0,1,0,0.804,0.762,0.866,0.831,0.899,0.879,7.453752872,782.0145998,9
AT3G20960,SM,0.386,180,78.24,0,0,1,1,0,0.686,0.785,0.918,0.526,0.754,0.71,5.728800707,185.7232925,9
AT3G46720,SM,0.397,115,73.89,0,0,0,1,0,0.685,0.73,0.76,0.798,0.855,0.846,12.44847096,137.1397198,11
AT3G46680,SM,0.363,115,75.39,1,0,0,1,0,0.692,0.771,0.916,0.871,0.7,0.621,8.642470039,35.30635297,2
AT5G59530,SM,0.327,99,82.51,0,0,0,1,0,0.899,0.851,0.815,0.703,0.839,0.754,6.671289565,559.291387,9
AT5G59540,SM,0.77,99,82.51,0,0,0,1,0,0.783,0.699,0.791,0.761,0.7,0.674,231.1035642,2746.147916,47
AT3G53290,SM,0.02,180,77.78,NA,NA,0,1,0,0.763,0.735,0.888,0.836,0.824,0.692,5.745474891,12.43317242,0
AT3G20950,SM,0.037,180,85.77,0,1,1,1,0,0.739,0.796,0.84,0.712,0.746,0.705,8.73234075,41.91369433,1
AT3G26210,SM,0.54,180,71,1,0,0,1,0,0.915,0.92,0.796,0.768,0.708,0.706,93.83942366,2430.445486,48
AT5G43450,SM,0.94,99,76.71,1,0,0,1,0,0.85,0.806,0.77,0.706,0.857,0.863,122.5792277,3559.06575,56
AT1G13110,SM,0.707,180,72.39,1,0,0,1,0,0.673,0.61,0.886,0.863,0.786,0.777,436.1443918,2797.070205,45
AT5G53990,SM,0.24,115,80.31,1,0,0,1,0,0.684,0.656,0.779,0.596,0.875,0.883,12.87700424,327.1386406,12
AT3G26220,SM,0.44,180,80.64,1,0,0,1,0,0.841,0.748,0.837,0.844,0.954,0.926,30.52396327,1043.427994,37
AT3G26280,SM,0.76,180,75.16,1,0,0,1,0,0.815,0.803,0.738,0.777,0.92,0.895,32.22816723,2242.833767,36
AT1G64920,SM,0.259,115,80.76,0,0,0,1,0,0.705,0.693,0.854,0.856,0.76,0.712,11.31237467,162.1207569,9
AT3G46690,SM,0.39,115,75.39,1,1,0,1,0,0.801,0.773,0.886,0.754,0.742,0.776,26.30709313,220.7746174,38
AT3G26150,SM,0.1,180,83.98,1,1,0,1,0,0.719,0.736,0.867,0.83,0.784,0.723,10.60571676,35.67831036,2
AT3G26230,SM,0.36,180,80.44,1,0,0,1,0,0.762,0.748,0.876,0.754,0.869,0.885,27.63731787,427.5239316,35
AT5G04490,unknown,0.93,2,41.18,0,1,,,,0.712,0.677,0.865,0.721,0.821,0.793,345.7524192,1329.992837,63
AT1G31190,unknown,,3,39.71,0,0,0,0,1,0.863,0.743,0.967,0.94,0.758,0.679,340.5516674,1149.438506,63
AT3G61035,unknown,,,,1,0,0,1,,,,,,,,,,
AT1G57770,unknown,0.99,3,29.67,1,0,0,0,1,0.821,0.775,0.95,0.899,0.821,0.798,143.4558149,708.2935753,54
AT2G31830,unknown,0.79,4,71.98,1,0,,,,0.68,0.593,0.838,0.792,0.778,0.868,9.35620529,2198.308811,3
AT5G67030,unknown,1,8,32.05,1,0,0,0,0,0.838,0.816,0.813,0.853,0.927,0.951,1200.203497,5392.191132,63
AT2G23000,unknown,,,,1,0,0,1,0,,,,,,,,,
AT3G66658,unknown,0.98,14,31.56,0,0,,,,0.795,0.7,0.867,0.799,0.72,0.64,213.141242,416.5505039,64
AT5G44630,unknown,0.715,34,56.27,0,0,0,0,0,0.748,0.71,0.9,0.84,0.781,0.73,7.929204617,3534.826771,17
AT2G03750,unknown,0.91,18,56.11,NA,NA,0,1,0,0.807,0.808,0.945,0.893,0.825,0.737,366.5010722,736.1611301,54
AT4G15440,unknown,0.856,2,39.52,0,0,0,0,0,0.782,0.666,0.91,0.8,0.987,0.964,198.5229642,4679.01614,51
AT5G36180,unknown,,,,NA,NA,1,0,0,,,,,,,,,
AT1G23800,unknown,0.922,14,77.34,0,0,0,0,0,0.806,0.778,0.931,0.946,0.857,0.858,61.83990927,4634.073303,54
AT1G32100,unknown,0.97,8,81.07,0,0,0,0,0,0.793,0.75,0.809,0.744,0.838,0.806,152.7988895,3875.650389,61
AT2G24850,unknown,0.61,11,59.81,0,0,0,0,0,0.856,0.841,0.79,0.878,0.93,0.921,42.43827766,2824.582061,39
AT1G78950,unknown,0.95,15,77.87,1,0,0,1,0,0.796,0.7,0.963,0.863,0.822,0.713,19.91966194,2488.614498,26
AT4G15110,unknown,1,180,45.47,1,0,0,0,0,0.844,0.714,0.947,0.878,0.812,0.692,325.0124412,1027.532763,63
AT1G66960,unknown,0.232,15,78.9,1,1,0,0,0,0.716,0.748,0.768,0.56,0.725,0.59,12.46963787,275.2174348,15
AT3G53130,unknown,,180,52.71,1,0,0,0,0,0.946,0.841,0.97,0.928,0.859,0.656,222.5287296,618.8203965,56
AT1G31800,unknown,,180,52.69,0,0,0,0,0,0.91,0.819,0.966,0.872,0.881,0.758,492.2454048,1789.711401,62
AT4G15370,unknown,0.11,15,82.79,0,0,0,1,0,0.723,0.627,0.947,0.955,0.839,0.795,4.513410977,14.58474726,0
AT2G22980,unknown,0.93,54,95.24,0,0,0,0,0,0.902,0.799,0.922,0.89,0.917,0.924,408.2969661,2676.649298,60
AT5G61290,unknown,,16,74.03,1,0,0,0,0,0.685,0.543,0.832,0.792,0.802,0.722,8.283117842,240.5836899,7
AT2G23010,unknown,,,,0,0,0,0,0,,,,,,,,,
AT5G42600,unknown,0.328,15,73.69,1,0,0,0,0,0.727,0.681,0.933,0.827,0.862,0.85,8.365944669,624.8014096,7
AT4G15340,unknown,0.462,15,82.79,0,0,0,1,0,0.73,0.651,0.852,0.89,0.945,0.917,5.631622266,385.6129118,7
AT3G25830,unknown,,,,1,0,1,1,0,,,,,,,,,
AT3G12220,unknown,,,,1,0,0,1,0,,,,,,,,,
AT5G48010,unknown,0.52,15,79.66,0,0,0,0,0,0.705,0.73,0.829,0.826,0.881,0.884,17.33178092,6019.417756,15
AT4G27250,unknown,0.8,26,39.7,0,0,0,0,0,0.761,0.795,0.685,0.564,0.774,0.838,10.50279394,654.9912992,12
AT4G27830,unknown,0.93,48,89.59,0,0,0,1,0,0.82,0.746,0.896,0.888,0.901,0.889,243.7583845,2738.662784,64
AT2G44490,unknown,1,48,60.24,0,0,0,1,0,0.863,0.878,0.846,0.851,0.72,0.606,1141.013622,6887.815389,60
AT3G10450,unknown,0.96,54,79.14,0,0,0,1,0,0.697,0.645,0.911,0.907,0.934,0.923,87.92733829,2264.466749,55
AT1G33540,unknown,0.19,54,61.09,0,0,0,0,0,0.689,0.649,0.973,0.904,0.75,0.633,11.8601337,37.55573419,5
AT5G23960,unknown,0.594,34,37.68,0,0,0,0,0,0.929,0.902,0.927,0.881,0.849,0.771,6.88937316,1439.618917,6
AT3G12240,unknown,,,,0,0,1,1,0,,,,,,,,,
AT4G15870,unknown,0.46,34,55.41,0,0,0,0,0,0.769,0.74,0.819,0.863,0.853,0.768,14.45511735,111.9437049,8
AT3G12230,unknown,,,,0,0,1,1,0,,,,,,,,,
AT1G28570,unknown,0.86,107,81.41,0,0,0,1,0,0.838,0.784,0.796,0.688,0.777,0.738,76.29479859,702.4560773,60
AT1G28600,unknown,0.94,107,75.92,0,0,0,1,0,0.652,0.581,0.766,0.694,0.722,0.558,194.6557207,1676.051437,59
AT1G78500,unknown,0.365,15,79.24,1,0,0,1,0,0.808,0.813,0.935,0.874,0.786,0.703,6.230060762,2350.936848,6
AT5G09640,unknown,,54,76,0,0,0,0,0,0.887,0.892,0.824,0.826,0.836,0.771,5.388349448,3390.674549,8
AT5G45910,unknown,0.72,107,45.36,0,0,0,1,0,0.569,0.457,0.888,0.803,0.696,0.534,4.467503669,28.5857281,1
AT2G14060,unknown,0.128,25,57.53,0,0,0,0,0,0.682,0.626,0.879,0.776,0.621,0.508,6.998253777,243.2476293,4
AT3G03480,unknown,0.77,59,63.86,0,0,0,0,0,0.786,0.741,0.948,0.953,0.847,0.861,4.057635153,413.9671752,6
AT5G66430,unknown,0.08,25,74.08,0,0,0,0,0,0.897,0.865,0.955,0.919,0.901,0.783,5.547632792,807.5895833,3
AT1G78480,unknown,,15,58.49,0,0,0,1,,0.833,0.7,0.815,0.758,0.704,0.657,33.28180828,147.4462197,51
AT3G25810,unknown,0.74,34,77.42,0,0,0,1,0,0.689,0.629,0.815,0.725,0.738,0.723,4.181182846,410.1985395,3
AT5G48000,unknown,0.56,31,62.42,0,0,0,0,0,0.599,0.538,0.817,0.616,0.901,0.925,4.705115155,3617.580963,8
AT3G09260,unknown,,48,80.59,0,0,0,0,0,0.721,0.75,0.75,0.728,0.952,0.907,15.70527395,20083.47337,28
AT2G22970,unknown,0.97,54,90.48,0,0,0,0,0,0.828,0.737,0.838,0.846,0.854,0.827,259.2602532,1522.125522,63
AT4G16740,unknown,0.43,34,60.04,0,0,0,1,0,0.729,0.875,0.89,0.916,0.861,0.851,3.750039421,594.2918891,5
AT1G73310,unknown,0.75,54,84.93,NA,NA,1,1,0,0.777,0.665,0.795,0.73,0.768,0.658,24.81294641,98.78034306,33
AT3G48460,unknown,0.99,107,37.5,0,0,0,0,0,0.822,0.835,0.73,0.685,0.82,0.828,183.5031616,6805.184874,53
AT1G73270,unknown,0.403,54,80.27,0,0,0,1,0,0.899,0.839,0.933,0.901,0.649,0.6,13.70256918,267.499715,10
AT2G22960,unknown,,54,90.62,0,0,0,1,,0.916,0.87,0.971,0.964,0.531,0.518,8.448223071,243.1011035,10
AT1G73280,unknown,0.2,54,87.56,0,0,1,1,0,0.782,0.734,0.901,0.87,0.855,0.808,12.82478714,235.2206843,11
AT3G12203,unknown,0.618,54,70.84,0,0,0,1,0,0.82,0.777,0.955,0.882,0.727,0.697,7.647655265,7743.564919,7
AT5G38020,unknown,0.45,25,78.8,0,0,0,1,0,0.682,0.667,0.81,0.704,0.807,0.742,5.695021146,2062.226255,10
AT4G13770,unknown,0.82,180,61.85,0,0,0,0,0,0.924,0.86,0.95,0.892,0.83,0.849,950.9688701,9159.777253,62
AT3G25180,unknown,0.461,180,43.32,0,0,0,0,0,0.747,0.858,0.905,0.858,0.88,0.698,36.55272584,472.427666,46
AT2G22990,unknown,0.98,54,76.08,NA,NA,0,0,0,0.84,0.725,0.731,0.664,0.905,0.933,2437.292373,7514.984379,60
AT4G27820,unknown,0.69,48,89.59,0,0,0,1,0,0.744,0.686,0.842,0.807,0.919,0.831,119.7384046,495.9073621,56
AT1G73290,unknown,0.38,54,84.21,0,0,1,1,0,0.918,0.841,0.94,0.955,0.789,0.83,8.925004128,2131.403481,12
AT3G62740,unknown,0.48,48,81.86,0,0,0,1,0,0.672,0.741,0.761,0.669,0.781,0.734,12.85569891,221.361966,12
AT1G12130,unknown,0.118,16,74.12,0,0,0,1,0,0.906,0.891,0.964,0.969,0.822,0.822,5.328945909,195.903959,3
AT4G16730,unknown,0.51,34,60.04,0,0,0,1,0,0.925,0.86,0.95,0.948,0.908,0.875,6.285167486,186.3721552,3
AT2G22920,unknown,0.535,54,88.92,0,1,,,,0.741,0.736,0.916,0.871,0.828,0.681,11.44297092,237.9100663,12
AT3G50740,unknown,0.68,115,68.03,NA,NA,0,0,0,0.741,0.615,0.871,0.835,0.79,0.758,102.9018003,3278.974575,39
